record,RESimulator,Sociability,Assertiveness,Achievement,Dependability,Emotional,Referral
1928,,,,,,,No
1929,,,,,,,No
1930,,,,,,,No
1931,,,,,,,No
1932,,,,,,,No
1933,,,,,,,No
1934,,,,,,,No
1935,,,,,,,No
1936,,,,,,,No
1937,,,,,,,No
1938,,,,,,,No
1939,,,,,,,No
1940,,,,,,,No
1941,,,,,,,No
1942,,,,,,,No
1943,,,,,,,No
1944,,,,,,,No
1945,,,,,,,No
1946,,,,,,,No
1947,,,,,,,No
1948,,,,,,,No
1949,,,,,,,No
1950,,,,,,,No
1951,,,,,,,No
1952,,,,,,,No
1953,,,,,,,No
1954,,,,,,,No
1955,,,,,,,No
1956,,,,,,,No
1957,,,,,,,No
1958,,,,,,,Yes
1959,,,,,,,No
1960,,,,,,,No
1961,,,,,,,No
1962,,,,,,,No
1963,,,,,,,No
1964,,,,,,,No
1965,,,,,,,No
1966,,,,,,,No
1967,,,,,,,No
1968,,,,,,,No
1969,,,,,,,No
1970,,,,,,,No
1971,,,,,,,No
1972,,,,,,,No
1973,,,,,,,Yes
1974,,,,,,,No
1975,,,,,,,No
1976,,,,,,,Yes
1977,,,,,,,No
1978,,,,,,,No
1979,,,,,,,Yes
1980,,,,,,,No
1981,,,,,,,No
1982,,,,,,,No
1983,,,,,,,No
1984,,,,,,,No
1985,,,,,,,No
1986,,,,,,,Yes
1987,,,,,,,No
1988,,,,,,,No
1989,,,,,,,Yes
1990,,,,,,,Yes
1991,,,,,,,No
1992,,,,,,,No
1993,,,,,,,No
1994,,,,,,,No
1995,,,,,,,No
1996,,,,,,,No
1997,,,,,,,No
1998,,,,,,,Yes
1999,,,,,,,Yes
2000,,,,,,,No
2001,,,,,,,No
2002,,,,,,,Yes
2003,,,,,,,Yes
2004,,,,,,,No
2005,,,,,,,No
2006,,,,,,,No
2007,,,,,,,No
2008,,,,,,,No
2009,,,,,,,Yes
2010,,,,,,,No
2011,,,,,,,No
2012,,,,,,,No
2013,,,,,,,No
2014,,,,,,,No
2015,,,,,,,No
2016,,,,,,,No
2017,,,,,,,No
2018,,,,,,,No
2019,,,,,,,No
2020,,,,,,,Yes
2021,,,,,,,No
2022,,,,,,,No
2023,,,,,,,No
2024,,,,,,,No
2025,,,,,,,No
2026,,,,,,,No
2027,,,,,,,No
2028,,,,,,,No
2029,,,,,,,No
2030,,,,,,,No
2031,,,,,,,No
2032,,,,,,,Yes
2033,,,,,,,Yes
2034,,,,,,,No
2035,,,,,,,No
2036,,,,,,,No
2037,,,,,,,No
2038,,,,,,,Yes
2039,,,,,,,Yes
2040,,,,,,,No
2041,,,,,,,No
2042,,,,,,,No
2043,,,,,,,No
2044,,,,,,,No
2045,,,,,,,No
2046,,,,,,,No
2047,,,,,,,No
2048,,,,,,,No
2049,,,,,,,No
2050,,,,,,,No
2051,,,,,,,No
2052,,,,,,,No
2053,,,,,,,No
2054,,,,,,,No
2055,,,,,,,Yes
2056,,,,,,,No
2057,,,,,,,No
2058,,,,,,,No
2059,,,,,,,No
2060,,,,,,,No
2061,,,,,,,No
2062,,,,,,,No
2063,,,,,,,No
2064,,,,,,,Yes
2065,,,,,,,No
2066,,,,,,,No
2067,,,,,,,Yes
2068,,,,,,,No
2069,,,,,,,No
2070,,,,,,,No
2071,,,,,,,Yes
2072,,,,,,,No
2073,,,,,,,No
2074,,,,,,,Yes
2075,,,,,,,No
2076,,,,,,,No
2077,,,,,,,No
2078,,,,,,,No
2079,,,,,,,No
2080,,,,,,,Yes
2081,,,,,,,No
2082,,,,,,,Yes
2083,,,,,,,Yes
2084,,,,,,,Yes
2085,,,,,,,No
2086,,,,,,,Yes
2087,,,,,,,No
2088,,,,,,,No
2089,,,,,,,No
2090,,,,,,,No
2091,,,,,,,No
2092,,,,,,,No
2093,,,,,,,No
2094,,,,,,,No
2095,,,,,,,No
2096,,,,,,,Yes
2097,,,,,,,No
2098,,,,,,,Yes
2099,,,,,,,No
2100,,,,,,,No
2101,,,,,,,No
2102,,,,,,,No
2103,,,,,,,No
2104,,,,,,,No
2105,,,,,,,No
2106,,,,,,,Yes
2107,,,,,,,No
2108,,,,,,,No
2109,,,,,,,No
2110,,,,,,,No
2111,,,,,,,Yes
2112,,,,,,,Yes
2113,,,,,,,No
2114,,,,,,,No
2115,,,,,,,Yes
2116,,,,,,,No
2117,,,,,,,No
2118,,,,,,,No
2119,,,,,,,No
2120,,,,,,,No
2121,,,,,,,No
2122,,,,,,,Yes
2123,,,,,,,Yes
2124,,,,,,,No
2125,,,,,,,No
2126,,,,,,,No
2127,,,,,,,No
2128,,,,,,,No
2129,,,,,,,Yes
2130,,,,,,,No
2131,,,,,,,No
2132,,,,,,,No
2133,,,,,,,Yes
2134,,,,,,,No
2135,,,,,,,No
2136,,,,,,,No
2137,,,,,,,No
2138,,,,,,,Yes
2139,,,,,,,Yes
2140,,,,,,,No
2141,,,,,,,Yes
2142,,,,,,,No
2143,,,,,,,No
2144,,,,,,,Yes
2145,,,,,,,No
2146,,,,,,,No
2147,,,,,,,No
2148,,,,,,,No
2149,,,,,,,No
2150,,,,,,,Yes
2151,,,,,,,No
2152,,,,,,,No
2153,,,,,,,No
2154,,,,,,,No
2155,,,,,,,No
2156,,,,,,,No
2157,,,,,,,No
2158,,,,,,,No
2159,,,,,,,Yes
2160,,,,,,,No
2161,,,,,,,No
2162,,,,,,,No
2163,,,,,,,Yes
2164,,,,,,,No
2165,,,,,,,No
2166,,,,,,,No
2167,,,,,,,No
2168,,,,,,,No
2169,,,,,,,No
2170,,,,,,,No
2171,,,,,,,No
2172,,,,,,,No
2173,,,,,,,Yes
2174,,,,,,,No
2175,,,,,,,No
2176,,,,,,,No
2177,,,,,,,No
2178,,,,,,,No
2179,,,,,,,No
2180,,,,,,,No
2181,,,,,,,No
2182,,,,,,,No
2183,,,,,,,No
2184,,,,,,,No
2185,,,,,,,No
2186,,,,,,,No
2187,,,,,,,No
2188,,,,,,,No
2189,,,,,,,No
2190,,,,,,,No
2191,,,,,,,No
2192,,,,,,,No
2193,,,,,,,No
2194,,,,,,,No
2195,,,,,,,No
2196,,,,,,,No
2197,,,,,,,No
2198,,,,,,,No
2199,,,,,,,No
2200,,,,,,,Yes
2201,,,,,,,No
2202,,,,,,,No
2203,,,,,,,No
2204,,,,,,,No
2205,,,,,,,No
2206,,,,,,,No
2207,,,,,,,No
2208,,,,,,,Yes
2209,,,,,,,No
2210,,,,,,,No
2211,,,,,,,Yes
2212,,,,,,,Yes
2213,,,,,,,No
2214,,,,,,,No
2215,,,,,,,No
2216,,,,,,,No
2217,,,,,,,No
2218,,,,,,,No
2219,,,,,,,Yes
2220,,,,,,,No
2221,,,,,,,No
2222,,,,,,,Yes
2223,,,,,,,No
2224,,,,,,,Yes
2225,,,,,,,No
2226,,,,,,,No
2227,,,,,,,No
2228,,,,,,,Yes
2229,,,,,,,No
2230,,,,,,,Yes
2231,,,,,,,No
2232,,,,,,,No
2233,,,,,,,No
2234,,,,,,,No
2235,,,,,,,No
2236,,,,,,,No
2237,,,,,,,No
2238,,,,,,,No
2239,,,,,,,Yes
2240,,,,,,,No
2241,,,,,,,No
2242,,,,,,,No
2243,,,,,,,No
2244,,,,,,,No
2245,,,,,,,Yes
2246,,,,,,,No
2247,,,,,,,Yes
2248,,,,,,,No
2249,,,,,,,No
2250,,,,,,,No
2251,,,,,,,No
2252,,,,,,,Yes
2253,,,,,,,Yes
2254,,,,,,,No
2255,,,,,,,No
2256,,,,,,,Yes
2257,,,,,,,No
2258,,,,,,,No
2259,,,,,,,Yes
2260,,,,,,,No
2261,,,,,,,No
2262,,,,,,,No
2263,,,,,,,Yes
2264,,,,,,,No
2265,,,,,,,No
2266,,,,,,,Yes
2267,,,,,,,No
2268,,,,,,,No
2269,,,,,,,No
2270,,,,,,,No
2271,,,,,,,No
2272,,,,,,,No
2273,,,,,,,No
2274,,,,,,,No
2275,,,,,,,No
2276,,,,,,,No
2277,,,,,,,No
2278,,,,,,,No
2279,,,,,,,No
2280,,,,,,,No
2281,,,,,,,No
2282,,,,,,,No
2283,,,,,,,No
2284,,,,,,,No
2285,,,,,,,Yes
2286,,,,,,,No
2287,,,,,,,No
2288,,,,,,,No
2289,,,,,,,No
2290,,,,,,,No
2291,,,,,,,No
2292,,,,,,,No
2293,,,,,,,No
2294,,,,,,,No
2295,,,,,,,No
2296,,,,,,,No
2297,,,,,,,No
2298,,,,,,,No
2299,,,,,,,No
2300,,,,,,,No
2301,,,,,,,No
2302,,,,,,,Yes
2303,,,,,,,Yes
2304,,,,,,,No
2305,,,,,,,No
2306,,,,,,,No
2307,,,,,,,No
2308,,,,,,,No
2309,,,,,,,No
2310,,,,,,,No
2311,,,,,,,No
2312,,,,,,,No
2313,,,,,,,No
2314,,,,,,,No
2315,,,,,,,No
2316,,,,,,,No
2317,,,,,,,No
2318,,,,,,,No
2319,,,,,,,No
2320,,,,,,,No
2321,,,,,,,No
2322,,,,,,,No
2323,,,,,,,No
2324,,,,,,,No
2325,,,,,,,No
2326,,,,,,,No
2327,,,,,,,No
2328,,,,,,,No
2329,,,,,,,No
2330,,,,,,,No
2331,,,,,,,No
2332,,,,,,,No
2333,,,,,,,No
2334,,,,,,,No
2335,,,,,,,No
2336,,,,,,,No
2337,,,,,,,No
2338,,,,,,,No
2339,,,,,,,No
2340,,,,,,,No
2341,,,,,,,No
2342,,,,,,,No
2343,,,,,,,No
2344,,,,,,,No
2345,,,,,,,No
2346,,,,,,,No
2347,,,,,,,No
2348,,,,,,,No
2349,,,,,,,No
2350,,,,,,,No
2351,,,,,,,No
2352,,,,,,,No
2353,,,,,,,No
2354,,,,,,,No
2355,,,,,,,Yes
2356,,,,,,,No
2357,,,,,,,No
2358,,,,,,,No
2359,,,,,,,No
2360,,,,,,,No
2361,,,,,,,No
2362,,,,,,,No
2363,,,,,,,No
2364,,,,,,,No
2365,,,,,,,No
2366,,,,,,,No
2367,,,,,,,No
2368,,,,,,,No
2369,,,,,,,No
2370,,,,,,,No
2371,,,,,,,No
2372,,,,,,,No
2373,,,,,,,No
2374,,,,,,,No
2375,,,,,,,No
2376,,,,,,,No
2377,,,,,,,No
2378,,,,,,,No
2379,,,,,,,No
2380,,,,,,,No
2381,,,,,,,No
2382,,,,,,,Yes
2383,,,,,,,No
2384,,,,,,,No
2385,,,,,,,No
2386,,,,,,,No
2387,,,,,,,No
2388,,,,,,,No
2389,,,,,,,Yes
2390,,,,,,,No
2391,,,,,,,No
2392,,,,,,,No
2393,,,,,,,No
2394,,,,,,,No
2395,,,,,,,No
2396,,,,,,,No
2397,,,,,,,No
2398,,,,,,,No
2399,,,,,,,No
2400,,,,,,,Yes
2401,,,,,,,No
2402,,,,,,,No
2403,,,,,,,No
2404,,,,,,,No
2405,,,,,,,Yes
2406,,,,,,,No
2407,,,,,,,No
2408,,,,,,,No
2409,,,,,,,No
2410,,,,,,,No
2411,,,,,,,No
2412,,,,,,,No
2413,,,,,,,No
2414,,,,,,,Yes
2415,,,,,,,No
2416,,,,,,,No
2417,,,,,,,No
2418,,,,,,,No
2419,,,,,,,No
2420,,,,,,,No
2421,,,,,,,No
2422,,,,,,,No
2423,,,,,,,No
2424,,,,,,,No
2425,,,,,,,No
2426,,,,,,,No
2427,,,,,,,No
2428,,,,,,,No
2429,,,,,,,No
2430,,,,,,,No
2431,,,,,,,No
2432,,,,,,,No
2433,,,,,,,No
2434,,,,,,,No
2435,,,,,,,No
2436,,,,,,,No
2437,,,,,,,No
2438,,,,,,,No
2439,,,,,,,No
2440,,,,,,,No
2441,,,,,,,No
2442,,,,,,,No
2443,,,,,,,No
2444,,,,,,,No
2445,,,,,,,No
2446,,,,,,,No
2447,,,,,,,No
2448,,,,,,,No
2449,,,,,,,No
2450,,,,,,,No
2451,,,,,,,No
2452,,,,,,,No
2453,,,,,,,No
2454,,,,,,,No
2455,,,,,,,No
2456,,,,,,,No
2457,,,,,,,No
2458,,,,,,,No
2459,,,,,,,No
2460,,,,,,,No
2461,,,,,,,No
2462,,,,,,,No
2463,,,,,,,No
2464,,,,,,,No
2465,,,,,,,No
2466,,,,,,,No
2467,,,,,,,No
2468,,,,,,,No
2469,,,,,,,No
2470,,,,,,,No
2471,,,,,,,No
2472,,,,,,,No
2473,,,,,,,No
2474,,,,,,,No
2475,,,,,,,No
2476,,,,,,,No
2477,,,,,,,No
2478,,,,,,,No
2479,,,,,,,No
2480,,,,,,,No
2481,,,,,,,No
2482,,,,,,,No
2483,,,,,,,No
2484,,,,,,,No
2485,,,,,,,No
2486,,,,,,,No
2487,,,,,,,No
2488,,,,,,,No
2489,,,,,,,No
2490,,,,,,,No
2491,,,,,,,No
2492,,,,,,,No
2493,,,,,,,No
2494,,,,,,,No
2495,,,,,,,No
2496,,,,,,,No
2497,,,,,,,No
2498,,,,,,,No
2499,,,,,,,No
2500,,,,,,,No
2501,,,,,,,No
2502,,,,,,,No
2503,,,,,,,No
2504,,,,,,,No
2505,,,,,,,No
2506,,,,,,,No
2507,,,,,,,No
2508,,,,,,,No
2509,,,,,,,No
2510,,,,,,,No
2511,,,,,,,No
2512,,,,,,,No
2513,,,,,,,No
2514,,,,,,,No
2515,,,,,,,No
2516,,,,,,,No
2517,,,,,,,No
2518,,,,,,,No
2519,,,,,,,No
2520,,,,,,,No
2521,,,,,,,No
2522,,,,,,,No
2523,,,,,,,No
2524,,,,,,,No
2525,,,,,,,No
2526,,,,,,,No
2527,,,,,,,No
2528,,,,,,,No
2529,,,,,,,No
2530,,,,,,,No
2531,,,,,,,No
2532,,,,,,,No
2533,,,,,,,No
2534,,,,,,,No
2535,,,,,,,No
2536,,,,,,,No
2537,,,,,,,No
2538,,,,,,,No
2539,,,,,,,No
2540,,,,,,,No
2541,,,,,,,No
2542,,,,,,,No
2543,,,,,,,No
2544,,,,,,,No
2545,,,,,,,No
2546,,,,,,,No
2547,,,,,,,No
2548,,,,,,,No
2549,,,,,,,No
2550,,,,,,,No
2551,,,,,,,No
2552,,,,,,,No
2553,,,,,,,No
2554,,,,,,,No
2555,,,,,,,No
2556,,,,,,,No
2557,,,,,,,No
2558,,,,,,,No
2559,,,,,,,No
2560,,,,,,,No
2561,,,,,,,No
2562,,,,,,,No
2563,,,,,,,No
2564,,,,,,,No
2565,,,,,,,No
2566,,,,,,,No
2567,,,,,,,No
2568,,,,,,,No
2569,,,,,,,No
2570,,,,,,,No
2571,,,,,,,No
2572,,,,,,,No
2573,,,,,,,No
2574,,,,,,,No
2575,,,,,,,No
2576,,,,,,,No
2577,,,,,,,No
2578,,,,,,,No
2579,,,,,,,No
2580,,,,,,,No
2581,,,,,,,No
2582,,,,,,,No
2583,,,,,,,No
2584,,,,,,,No
2585,,,,,,,No
2586,,,,,,,No
2587,,,,,,,No
2588,,,,,,,No
2589,,,,,,,No
2590,,,,,,,No
2591,,,,,,,No
2592,,,,,,,No
2593,,,,,,,No
2594,,,,,,,No
2595,,,,,,,No
2596,,,,,,,No
2597,,,,,,,No
2598,,,,,,,No
2599,,,,,,,No
2600,,,,,,,No
2601,,,,,,,No
2602,,,,,,,No
2603,,,,,,,No
2604,,,,,,,No
2605,,,,,,,No
2606,,,,,,,No
2607,,,,,,,No
2608,,,,,,,No
2609,,,,,,,No
2610,,,,,,,No
2611,,,,,,,No
2612,,,,,,,No
2613,,,,,,,No
2614,,,,,,,No
2615,,,,,,,No
2616,,,,,,,No
2617,,,,,,,No
2618,,,,,,,No
2619,,,,,,,No
2620,,,,,,,No
2621,,,,,,,No
2622,,,,,,,No
2623,,,,,,,No
2624,,,,,,,No
2625,,,,,,,No
2626,,,,,,,No
2627,,,,,,,No
2628,,,,,,,No
2629,,,,,,,No
2630,,,,,,,No
2631,,,,,,,No
2632,,,,,,,No
2633,,,,,,,No
2634,,,,,,,No
2635,,,,,,,No
2636,,,,,,,No
2637,,,,,,,No
2638,,,,,,,No
2639,,,,,,,No
2640,,,,,,,No
2641,,,,,,,No
2642,,,,,,,No
2643,,,,,,,No
2644,,,,,,,No
2645,,,,,,,No
2646,,,,,,,No
2647,,,,,,,No
2648,,,,,,,No
2649,,,,,,,No
2650,,,,,,,No
2651,,,,,,,No
2652,,,,,,,No
2653,,,,,,,No
2654,,,,,,,No
2655,,,,,,,No
2656,,,,,,,No
2657,,,,,,,No
2658,,,,,,,No
2659,,,,,,,No
2660,,,,,,,No
2661,,,,,,,No
2662,,,,,,,No
2663,,,,,,,No
2664,,,,,,,No
2665,,,,,,,No
2666,,,,,,,No
2667,,,,,,,No
2668,,,,,,,No
2669,,,,,,,No
2670,,,,,,,No
2671,,,,,,,No
2672,,,,,,,No
2673,,,,,,,No
2674,,,,,,,No
2675,,,,,,,No
2676,,,,,,,No
2677,,,,,,,No
2678,,,,,,,No
2679,,,,,,,No
2680,,,,,,,No
2681,,,,,,,No
2682,,,,,,,No
2683,,,,,,,No
2684,,,,,,,No
2685,,,,,,,No
2686,,,,,,,No
2687,,,,,,,No
2688,,,,,,,No
2689,,,,,,,No
2690,,,,,,,No
2691,,,,,,,No
2692,,,,,,,No
2693,,,,,,,No
2694,,,,,,,No
2695,,,,,,,No
2696,,,,,,,No
2697,,,,,,,No
2698,,,,,,,No
2699,,,,,,,No
2700,,,,,,,No
2701,,,,,,,No
2702,,,,,,,No
2703,,,,,,,No
2704,,,,,,,No
2705,,,,,,,No
2706,,,,,,,No
2707,,,,,,,No
2708,,,,,,,No
2709,,,,,,,No
2710,,,,,,,No
2711,,,,,,,No
2712,,,,,,,No
2713,,,,,,,No
2714,,,,,,,No
2715,,,,,,,No
2716,,,,,,,No
2717,,,,,,,No
2718,,,,,,,No
2719,,,,,,,No
2720,,,,,,,Yes
2721,,,,,,,No
2722,,,,,,,No
2723,,,,,,,No
2724,,,,,,,No
2725,,,,,,,No
2726,,,,,,,No
2727,,,,,,,No
2728,,,,,,,No
2729,,,,,,,No
2730,,,,,,,No
2731,,,,,,,No
2732,,,,,,,No
2733,,,,,,,No
2734,,,,,,,No
2735,,,,,,,No
2736,,,,,,,No
2737,,,,,,,No
2738,,,,,,,No
2739,,,,,,,No
2740,,,,,,,No
2741,,,,,,,No
2742,,,,,,,No
2743,,,,,,,No
2744,,,,,,,No
2745,,,,,,,No
2746,,,,,,,No
2747,,,,,,,No
2748,,,,,,,No
2749,,,,,,,No
2750,,,,,,,No
2751,,,,,,,No
2752,,,,,,,No
2753,,,,,,,No
2754,,,,,,,No
2755,,,,,,,No
2756,,,,,,,No
2757,,,,,,,No
2758,,,,,,,No
2759,,,,,,,No
2760,,,,,,,No
2761,,,,,,,No
2762,,,,,,,No
2763,,,,,,,No
2764,,,,,,,No
2765,,,,,,,No
2766,,,,,,,No
2767,,,,,,,No
2768,,,,,,,No
2769,,,,,,,No
2770,,,,,,,No
2771,,,,,,,No
2772,,,,,,,No
2773,,,,,,,No
2774,,,,,,,No
2775,,,,,,,No
2776,,,,,,,No
2777,,,,,,,No
2778,,,,,,,No
2779,,,,,,,Yes
2780,,,,,,,No
2781,,,,,,,No
2782,,,,,,,No
2783,,,,,,,No
2784,,,,,,,No
2785,,,,,,,No
2786,,,,,,,No
2787,,,,,,,No
2788,,,,,,,No
2789,,,,,,,No
2790,,,,,,,No
2791,,,,,,,No
2792,,,,,,,No
2793,,,,,,,No
2794,,,,,,,No
2795,,,,,,,No
2796,,,,,,,No
2797,,,,,,,No
2798,,,,,,,No
2799,,,,,,,No
2800,,,,,,,No
2801,,,,,,,No
2802,,,,,,,No
2803,,,,,,,No
2804,,,,,,,No
2805,,,,,,,No
2806,,,,,,,No
2807,,,,,,,No
2808,,,,,,,No
2809,,,,,,,No
2810,,,,,,,No
2811,,,,,,,No
2812,,,,,,,No
2813,,,,,,,No
2814,,,,,,,No
2815,,,,,,,No
2816,,,,,,,No
2817,,,,,,,No
2818,,,,,,,No
2819,,,,,,,No
2820,,,,,,,No
2821,,,,,,,No
2822,,,,,,,No
2823,,,,,,,No
2824,,,,,,,No
2825,,,,,,,No
2826,,,,,,,No
2827,,,,,,,No
2828,,,,,,,No
2829,,,,,,,No
2830,,,,,,,No
2831,,,,,,,No
2832,,,,,,,No
2833,,,,,,,No
2834,,,,,,,No
2835,,,,,,,No
2836,,,,,,,No
2837,,,,,,,No
2838,,,,,,,No
2839,,,,,,,No
2840,,,,,,,No
2841,,,,,,,No
2842,,,,,,,No
2843,,,,,,,No
2844,,,,,,,No
2845,,,,,,,No
2846,,,,,,,No
2847,,,,,,,No
2848,,,,,,,No
2849,,,,,,,No
2850,,,,,,,No
2851,,,,,,,No
2852,,,,,,,No
2853,,,,,,,No
2854,,,,,,,No
2855,,,,,,,No
2856,,,,,,,No
2857,,,,,,,No
2858,,,,,,,No
2859,,,,,,,No
2860,,,,,,,No
2861,,,,,,,No
2862,,,,,,,No
2863,,,,,,,No
2864,,,,,,,No
2865,,,,,,,No
2866,,,,,,,No
2867,,,,,,,No
2868,,,,,,,No
2869,,,,,,,No
2870,,,,,,,No
2871,,,,,,,No
2872,,,,,,,No
2873,,,,,,,No
2874,,,,,,,No
2875,,,,,,,No
2876,,,,,,,No
2877,,,,,,,No
2878,,,,,,,No
2879,,,,,,,No
2880,,,,,,,No
2881,,,,,,,No
2882,,,,,,,No
2883,,,,,,,No
2884,,,,,,,No
2885,,,,,,,No
2886,,,,,,,No
2887,,,,,,,No
2888,,,,,,,No
2889,,,,,,,No
2890,,,,,,,No
2891,,,,,,,No
2892,,,,,,,No
2893,,,,,,,No
2894,,,,,,,No
2895,,,,,,,No
2896,,,,,,,No
2897,,,,,,,No
2898,,,,,,,No
2899,,,,,,,No
2900,,,,,,,No
2901,,,,,,,No
2902,,,,,,,No
2903,,,,,,,No
2904,,,,,,,No
2905,,,,,,,No
2906,,,,,,,No
2907,,,,,,,No
2908,,,,,,,No
2909,,,,,,,No
2910,,,,,,,No
2911,,,,,,,No
2912,,,,,,,No
2913,,,,,,,No
2914,,,,,,,No
2915,,,,,,,No
2916,,,,,,,No
2917,,,,,,,No
2918,,,,,,,No
2919,,,,,,,No
2920,,,,,,,No
2921,,,,,,,No
2922,,,,,,,No
2923,,,,,,,No
2924,,,,,,,No
2925,,,,,,,No
2926,,,,,,,No
2927,,,,,,,No
2928,,,,,,,No
2929,,,,,,,No
2930,,,,,,,No
2931,,,,,,,No
2932,,,,,,,No
2933,,,,,,,No
2934,,,,,,,No
2935,,,,,,,No
2936,,,,,,,No
2937,,,,,,,No
2938,,,,,,,No
2939,,,,,,,No
2940,,,,,,,No
2941,,,,,,,No
2942,,,,,,,No
2943,,,,,,,No
2944,,,,,,,No
2945,,,,,,,No
2946,,,,,,,No
2947,,,,,,,No
2948,,,,,,,No
2949,,,,,,,No
2950,,,,,,,No
2951,,,,,,,No
2952,,,,,,,No
2953,,,,,,,No
2954,,,,,,,No
2955,,,,,,,No
2956,,,,,,,No
2957,,,,,,,No
2958,,,,,,,No
2959,,,,,,,No
2960,,,,,,,No
2961,,,,,,,No
2962,,,,,,,No
2963,,,,,,,No
2964,,,,,,,No
2965,,,,,,,No
2966,,,,,,,No
2967,,,,,,,No
2968,,,,,,,No
2969,,,,,,,No
2970,,,,,,,No
2971,,,,,,,No
2972,,,,,,,No
2973,,,,,,,No
2974,,,,,,,No
2975,,,,,,,No
2976,,,,,,,No
2977,,,,,,,No
2978,,,,,,,No
2979,,,,,,,No
2980,,,,,,,No
2981,,,,,,,No
2982,,,,,,,No
2983,,,,,,,No
2984,,,,,,,No
2985,,,,,,,No
2986,,,,,,,No
2987,,,,,,,No
2988,,,,,,,No
2989,,,,,,,No
2990,,,,,,,No
2991,,,,,,,No
2992,,,,,,,No
2993,,,,,,,No
2994,,,,,,,No
2995,,,,,,,No
2996,,,,,,,No
2997,,,,,,,No
2998,,,,,,,No
2999,,,,,,,No
3000,,,,,,,No
3001,,,,,,,No
3002,,,,,,,No
3003,,,,,,,No
3004,,,,,,,No
3005,,,,,,,No
3006,,,,,,,No
3007,,,,,,,No
3008,,,,,,,No
3009,,,,,,,No
3010,,,,,,,No
3011,,,,,,,No
3012,,,,,,,No
3013,,,,,,,No
3014,,,,,,,No
3015,,,,,,,No
3016,,,,,,,No
3017,,,,,,,No
3018,,,,,,,No
3019,,,,,,,No
3020,,,,,,,No
3021,,,,,,,No
3022,,,,,,,No
3023,,,,,,,No
3024,,,,,,,No
3025,,,,,,,No
3026,,,,,,,No
3027,,,,,,,No
3028,,,,,,,No
3029,,,,,,,No
3030,,,,,,,No
3031,,,,,,,No
3032,,,,,,,No
3033,,,,,,,No
3034,,,,,,,No
3035,,,,,,,No
3036,,,,,,,No
3037,,,,,,,No
3038,,,,,,,No
3039,,,,,,,No
3040,,,,,,,No
3041,,,,,,,No
3042,,,,,,,No
3043,,,,,,,Yes
3044,,,,,,,No
3045,,,,,,,No
3046,,,,,,,No
3047,,,,,,,No
3048,,,,,,,No
3049,,,,,,,No
3050,,,,,,,No
3051,,,,,,,No
3052,,,,,,,No
3053,,,,,,,No
3054,,,,,,,No
3055,,,,,,,No
3056,,,,,,,No
3057,,,,,,,No
3058,,,,,,,No
3059,,,,,,,No
3060,,,,,,,No
3061,,,,,,,No
3062,,,,,,,No
3063,,,,,,,No
3064,,,,,,,No
3065,,,,,,,No
3066,,,,,,,No
3067,,,,,,,No
3068,,,,,,,No
3069,,,,,,,No
3070,,,,,,,No
3071,,,,,,,No
3072,,,,,,,No
3073,,,,,,,No
3074,,,,,,,No
3075,,,,,,,No
3076,,,,,,,No
3077,,,,,,,No
3078,,,,,,,No
3079,,,,,,,No
3080,,,,,,,No
3081,,,,,,,No
3082,,,,,,,No
3083,,,,,,,No
3084,,,,,,,No
3085,,,,,,,No
3086,,,,,,,No
3087,,,,,,,No
3088,,,,,,,No
3089,,,,,,,No
3090,,,,,,,No
3091,,,,,,,No
3092,,,,,,,No
3093,,,,,,,No
3094,,,,,,,No
3095,,,,,,,No
3096,,,,,,,No
3097,,,,,,,No
3098,,,,,,,No
3099,,,,,,,No
3100,,,,,,,No
3101,,,,,,,No
3102,,,,,,,No
3103,,,,,,,No
3104,,,,,,,No
3105,,,,,,,No
3106,,,,,,,No
3107,,,,,,,No
3108,,,,,,,No
3109,,,,,,,No
3110,,,,,,,No
3111,,,,,,,No
3112,,,,,,,No
3113,,,,,,,No
3114,,,,,,,No
3115,,,,,,,No
3116,,,,,,,No
3117,,,,,,,No
3118,,,,,,,No
3119,,,,,,,No
3120,,,,,,,No
3121,,,,,,,No
3122,,,,,,,No
3123,,,,,,,No
3124,,,,,,,No
3125,,,,,,,No
3126,,,,,,,No
3127,,,,,,,No
3128,,,,,,,No
3129,,,,,,,No
3130,,,,,,,No
3131,,,,,,,No
3132,,,,,,,No
3133,,,,,,,No
3134,,,,,,,No
3135,,,,,,,No
3136,,,,,,,No
3137,,,,,,,No
3138,,,,,,,No
3139,,,,,,,No
3140,,,,,,,No
3141,,,,,,,No
3142,,,,,,,No
3143,,,,,,,No
3144,,,,,,,No
3145,,,,,,,No
3146,,,,,,,No
3147,,,,,,,No
3148,,,,,,,No
3149,,,,,,,No
3150,,,,,,,No
3151,,,,,,,No
3152,,,,,,,No
3153,,,,,,,No
3154,,,,,,,No
3155,,,,,,,No
3156,,,,,,,No
3157,,,,,,,No
3158,,,,,,,No
3159,,,,,,,No
3160,,,,,,,No
3161,,,,,,,No
3162,,,,,,,No
3163,,,,,,,No
3164,,,,,,,No
3165,,,,,,,No
3166,,,,,,,No
3167,,,,,,,No
3168,,,,,,,No
3169,,,,,,,No
3170,,,,,,,No
3171,,,,,,,No
3172,,,,,,,No
3173,,,,,,,No
3174,,,,,,,No
3175,,,,,,,No
3176,,,,,,,No
3177,,,,,,,No
3178,,,,,,,No
3179,,,,,,,No
3180,,,,,,,No
3181,,,,,,,No
3182,,,,,,,No
